# Bluetooth SIG Assigned Numbers, as sdrtop's signal::ble::assigned
# reads them. Generated by packaging/update-sig.sh; do not edit by
# hand. KIND<TAB>NUMBER<TAB>NAME: C a company identifier, S a 16-bit
# service UUID, the number in hex.
# fetched 2026-09-22
# source https://bitbucket.org/bluetooth-SIG/public company_identifiers.yaml rows 4035 sha256 7e9b9ce18e6a4fc9681856f1c224994843ca9273a223e74295c21624ec1d8bc5
# source https://bitbucket.org/bluetooth-SIG/public service_uuids.yaml rows 76 sha256 401d8e0962d2586dc2526e9ecedef40803c6e09b689767a526e86caa783c3166
C	01F8	Anyka (Guangzhou) Microelectronics Technology Co, LTD
C	01F9	Medtronic Inc.
C	01FA	Gozio Inc.
C	01FB	Form Lifting, LLC
C	01FC	Wahoo Fitness, LLC
C	01FD	Kontakt Micro-Location Sp. z o.o.
C	01FE	Radio Systems Corporation
C	01FF	Freescale Semiconductor, Inc.
C	0200	Verifone Systems Pte Ltd. Taiwan Branch
C	0201	AR Timing
C	0202	Rigado LLC
C	0203	Kemppi Oy
C	0206	Otter Products, LLC
C	0207	STEMP Inc.
C	0208	LumiGeek LLC
C	0209	InvisionHeart Inc.
C	020A	Macnica Inc.
C	020B	Jaguar Land Rover Limited
C	020C	CoroWare Technologies, Inc
C	020E	Omron Healthcare Co., LTD
C	020F	Comodule GMBH
C	0210	ikeGPS
C	0211	Telink Semiconductor Co. Ltd
C	0212	Interplan Co., Ltd
C	0213	Wyler AG
C	0214	IK Multimedia Production srl
C	0215	Lukoton Experience Oy
C	0216	MTI Ltd
C	0217	Tech4home, Lda
C	0219	DOTT Limited
C	021A	Blue Speck Labs, LLC
C	021B	Cisco Systems, Inc
C	021C	Mobicomm Inc
C	021D	Edamic
C	021E	Goodnet, Ltd
C	021F	Luster Leaf Products Inc
C	0220	Manus Machina BV
C	0221	Mobiquity Networks Inc
C	0222	Praxis Dynamics
C	0223	Philip Morris Products S.A.
C	0224	Comarch SA
C	0225	Nestlé Nespresso S.A.
C	0226	Merlinia A/S
C	0227	LifeBEAM Technologies
C	0228	Twocanoes Labs, LLC
C	0229	Muoverti Limited
C	022A	Stamer Musikanlagen GMBH
C	022B	Tesla, Inc.
C	022C	Pharynks Corporation
C	022D	Lupine
C	022E	Siemens AG
C	0230	Foster Electric Company, Ltd
C	0231	ETA SA
C	0232	x-Senso Solutions Kft
C	0234	FengFan (BeiJing) Technology Co, Ltd
C	0235	Qrio Inc
C	0236	Pitpatpet Ltd
C	0237	MSHeli s.r.l.
C	0238	Trakm8 Ltd
C	0239	JIN CO, Ltd
C	023A	Alatech Tehnology
C	023B	Beijing CarePulse Electronic Technology Co, Ltd
C	023D	ViCentra B.V.
C	023E	Raven Industries
C	023F	WaveWare Technologies Inc.
C	0240	Argenox Technologies
C	0241	Bragi GmbH
C	0243	Masimo Corp
C	0244	Iotera Inc
C	0245	Endress+Hauser
C	0246	ACKme Networks, Inc.
C	0247	FiftyThree Inc.
C	0248	Parker Hannifin Corp
C	024A	Uwatec AG
C	024B	Orlan LLC
C	024C	Blue Clover Devices
C	024D	M-Way Solutions GmbH
C	024E	Microtronics Engineering GmbH
C	024F	Schneider Schreibgeräte GmbH
C	0250	Sapphire Circuits LLC
C	0251	Lumo Bodytech Inc.
C	0252	Restar Corporation
C	0253	Xicato Inc.
C	0254	Playbrush
C	0255	Dai Nippon Printing Co., Ltd.
C	0256	G24 Power Limited
C	0257	AdBabble Local Commerce Inc.
C	0258	Devialet SA
C	0259	ALTYOR
C	025A	University of Applied Sciences Valais/Haute Ecole Valaisanne
C	025B	Five Interactive, LLC dba Zendo
C	025C	NetEase（Hangzhou）Network co.Ltd.
C	025D	Lexmark International Inc.
C	025E	Fluke Corporation
C	025F	Yardarm Technologies
C	0261	SECVRE GmbH
C	0262	Glacial Ridge Technologies
C	0264	DDS, Inc.
C	0265	SMK Corporation
C	0266	Schawbel Technologies LLC
C	0267	XMI Systems SA
C	0268	Cerevo
C	0269	Torrox GmbH & Co KG
C	026A	Gemalto
C	026B	DEKA Research & Development Corp.
C	026C	Domster Tadeusz Szydlowski
C	026D	Technogym SPA
C	026E	FLEURBAEY BVBA
C	026F	Aptcode Solutions
C	0270	LSI ADL Technology
C	0271	Animas Corp
C	0272	Alps Alpine Co., Ltd.
C	0273	OCEASOFT
C	0274	Motsai Research
C	0275	Geotab
C	0276	E.G.O. Elektro-Geraetebau GmbH
C	0277	bewhere inc
C	0278	Johnson Outdoors Inc
C	0279	steute Schaltgerate GmbH & Co. KG
C	027A	Ekomini inc.
C	027B	DEFA AS
C	027C	Aseptika Ltd
C	027D	HUAWEI Technologies Co., Ltd.
C	027E	HabitAware, LLC
C	027F	ruwido austria gmbh
C	0280	ITEC corporation
C	0281	StoneL
C	0282	Sonova AG
C	0283	Maven Machines, Inc.
C	0284	Synapse Electronics
C	0285	WOWTech Canada Ltd.
C	0286	RF Code, Inc.
C	0287	Wally Ventures S.L.
C	0289	SK Telecom
C	028A	Jetro AS
C	028B	Code Gears LTD
C	028C	NANOLINK APS
C	028E	RF Digital Corp
C	028F	Church & Dwight Co., Inc
C	0290	Multibit Oy
C	0291	CliniCloud Inc
C	0293	Blue Bite
C	0294	ELIAS GmbH
C	0295	Sivantos GmbH
C	0296	Petzl
C	0297	storm power ltd
C	0298	EISST Ltd
C	0299	Inexess Technology Simma KG
C	029A	Currant, Inc.
C	029B	C2 Development, Inc.
C	029C	Blue Sky Scientific, LLC
C	029D	ALOTTAZS LABS, LLC
C	029E	Kupson spol. s r.o.
C	029F	Areus Engineering GmbH
C	02A0	Impossible Camera GmbH
C	02A2	Sera4 Ltd.
C	02A3	Itude
C	02A4	Pacific Lock Company
C	02A5	Tendyron Corporation
C	02A6	Robert Bosch GmbH
C	02A7	Illuxtron international B.V.
C	02A8	miSport Ltd.
C	02A9	Chargelib
C	02AA	Doppler Lab
C	02AB	BBPOS Limited
C	02AD	Rx Networks, Inc.
C	02AE	WeatherFlow, Inc.
C	02AF	Technicolor USA Inc.
C	02B0	Bestechnic(Shanghai),Ltd
C	02B1	Raden Inc
C	02B2	Oura Health Oy
C	02B3	CLABER S.P.A.
C	02B4	Hyginex, Inc.
C	02B5	HANSHIN ELECTRIC RAILWAY CO.,LTD.
C	02B6	Schneider Electric
C	02B7	Oort Technologies LLC
C	02B8	Chrono Therapeutics
C	02B9	Rinnai Corporation
C	02BA	Swissprime Technologies AG
C	02BB	YOKOWO CO., LTD.
C	02BC	Genevac Ltd
C	02BD	Chemtronics
C	02BE	Seguro Technology Sp. z o.o.
C	02C0	Dash Robotics
C	02C1	LINE Corporation
C	02C2	Guillemot Corporation
C	02C3	Techtronic Power Tools Technology Limited
C	02C4	Wilson Sporting Goods
C	02C5	Lenovo (Singapore) Pte Ltd.
C	02C6	Ayatan Sensors
C	02C7	Electronics Tomorrow Limited
C	02C8	OneSpan
C	02C9	PayRange Inc.
C	02CA	ABOV Semiconductor
C	02CB	AINA-Wireless Inc.
C	02CD	BMA ergonomics b.v.
C	02CE	Teva Branded Pharmaceutical Products R&D, Inc.
C	02CF	Anima
C	02D0	3M
C	02D1	Empatica Srl
C	02D2	Afero, Inc.
C	02D3	Powercast Corporation
C	02D4	Secuyou ApS
C	02D5	OMRON Corporation
C	02D6	Send Solutions
C	02D7	NIPPON SYSTEMWARE CO.,LTD.
C	02D8	Neosfar
C	02D9	Fliegl Agrartechnik GmbH
C	02DA	Gilvader
C	02DB	Digi International Inc (R)
C	02DC	DeWalch Technologies, Inc.
C	02DD	Flint Rehabilitation Devices, LLC
C	02DE	Samsung SDS Co., Ltd.
C	02DF	Blur Product Development
C	02E0	University of Michigan
C	02E1	Victron Energy BV
C	02E2	NTT docomo
C	02E3	Carmanah Technologies Corp.
C	02E4	Bytestorm Ltd.
C	02E5	Espressif Systems (Shanghai) Co., Ltd.
C	02E6	Unwire
C	02E7	Connected Yard, Inc.
C	02E8	American Music Environments
C	02E9	Sensogram Technologies, Inc.
C	02EA	Fujitsu Limited
C	02EB	Ardic Technology
C	02ED	HTC Corporation
C	02EE	Citizen Holdings Co., Ltd.
C	02EF	SMART-INNOVATION.inc
C	02F0	Blackrat Software
C	02F1	The Idea Cave, LLC
C	02F2	GoPro, Inc.
C	02F3	AuthAir, Inc
C	02F4	Vensi, Inc.
C	02F5	Indagem Tech LLC
C	02F6	Intemo Technologies
C	02F8	Runteq Oy Ltd
C	02F9	IMAGINATION TECHNOLOGIES LTD
C	02FB	Clarius Mobile Health Corp.
C	02FC	Shanghai Frequen Microelectronics Co., Ltd.
C	02FE	Lierda Science & Technology Group Co., Ltd.
C	02FF	Silicon Laboratories
C	0300	World Moto Inc.
C	0301	Giatec Scientific Inc.
C	0302	Loop Devices, Inc
C	0303	IACA electronique
C	0304	Oura Health Ltd
C	0305	Swipp ApS
C	0306	Life Laboratory Inc.
C	0307	FUJI INDUSTRIAL CO.,LTD.
C	0308	Surefire, LLC
C	0309	Dolby Labs
C	030A	Ellisys
C	030B	Magnitude Lighting Converters
C	030C	Hilti AG
C	030D	Devdata S.r.l.
C	030F	Shortcut Labs
C	0310	SGL Italia S.r.l.
C	0311	PEEQ DATA
C	0312	Ducere Technologies Pvt Ltd
C	0313	DiveNav, Inc.
C	0314	RIIG AI Sp. z o.o.
C	0315	Thermo Fisher Scientific
C	0316	AG Measurematics Pvt. Ltd.
C	0317	CHUO Electronics CO., LTD.
C	0318	Aspenta International
C	0319	Eugster Frismag AG
C	031A	Wurth Elektronik eiSos GmbH & Co. KG
C	031B	HQ Inc
C	031C	Lab Sensor Solutions
C	031D	Enterlab ApS
C	031E	Eyefi, Inc.
C	031F	MetaSystem S.p.A.
C	0320	SONO ELECTRONICS. CO., LTD
C	0323	Rotor Bike Components
C	0324	Astro, Inc.
C	0326	Healthwear Technologies (Changzhou)Ltd
C	0327	Essex Electronics
C	0328	Grundfos A/S
